POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,SctAcc
RP,16,Danny Aybar,,Austin,ABL,MLB,06/14/1995,28,MEX,5' 10',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,7,Hector Barrios,,Texas,ABL,MLB,12/24/1997,26,USA,6' 0',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RP,15,Rick Bartels,,Calgary,ABL,MLB,03/03/1997,27,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,15,Brennan Bell,,Vancouver,ABL,MLB,05/04/1994,29,USA,5' 11',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,23,Alex Berumen,,Nezahualcoyotl,ABL,MLB,11/05/1998,25,PUR,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,10,Chris Blashill,,St. Johns,ABL,MLB,01/19/1998,26,CAN,6' 3',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,18,John Boland,,Tlalnepantla,ABL,MLB,10/25/1999,24,CAN,6' 1',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,31,Josh Bonner,,Mérida,ABL,MLB,02/17/1998,26,USA,6' 4',215 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,14,Bobby Bowman,,Calgary,ABL,MLB,02/26/1998,26,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,1,Chris Brooke,,Victoria,ABL,MLB,08/30/2000,23,USA,6' 0',195 lbs,Left,Left,2.0 Stars,2.5 Stars,Very Low
RP,9,Sam Brooks,,León,ABL,MLB,11/05/2000,23,USA,6' 0',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
RP,27,Andre Buford,,Phoenix,ABL,MLB,03/23/1998,26,USA,6' 3',215 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,33,George Burke,,Texas,ABL,MLB,12/27/1998,25,USA,6' 10',255 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,24,Kevin Calvin,,Toronto,ABL,MLB,08/23/2000,23,USA,6' 8',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,6,Gil Campos,,Calgary,ABL,MLB,05/08/2000,23,MEX,6' 4',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,32,Israel Canizares,,Chicago,ABL,MLB,01/17/1996,28,MEX,6' 7',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,15,Alex Cardenas,,Puebla,ABL,MLB,03/26/2000,24,MEX,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,36,Javy Carrillo,,Windsor,ABL,MLB,06/15/1988,35,MEX,6' 7',245 lbs,Left,Left,2.0 Stars,2.0 Stars,High
RP,16,James Carter,,Fort Worth,ABL,MLB,03/17/1999,25,USA,5' 11',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,41,Luis Castillo,,Vancouver,ABL,MLB,02/23/1997,27,MEX,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,33,Matthew Catron,,Fort Worth,ABL,MLB,06/26/1995,28,USA,6' 1',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,4,Angelo Cervantes,,Quebec City,ABL,MLB,04/29/1999,24,MEX,6' 4',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,13,Alfredo Chacon,,San Luis Potosí,ABL,MLB,08/12/1997,26,MEX,6' 3',215 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
RP,12,Chris Ciresi,,New York,ABL,MLB,10/09/1993,30,USA,6' 7',240 lbs,Right,Left,3.5 Stars,3.5 Stars,Very Low
RP,7,Mike Clayton,,Fort Worth,ABL,MLB,11/09/1996,27,USA,6' 4',220 lbs,Switch,Right,2.0 Stars,2.0 Stars,Low
RP,12,Jaime Clegg,,San Luis Potosí,ABL,MLB,01/16/1999,25,USA,6' 6',235 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,12,Nick Collett,,Nezahualcoyotl,ABL,MLB,06/05/1992,31,USA,6' 0',205 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,22,Ryan Colona,,Calgary,ABL,MLB,11/14/1987,36,USA,6' 8',250 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,2,Gus Contreras,,Mexico City,ABL,MLB,08/08/1997,26,MEX,6' 4',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,5,Josh Cooney,,Mexico City,ABL,MLB,12/29/1999,24,USA,6' 4',220 lbs,Right,Left,2.5 Stars,2.5 Stars,Average
RP,18,Carlos Cordoba,,Nezahualcoyotl,ABL,MLB,05/22/1999,24,MEX,6' 3',215 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,2,Bruce Corson,,Texas,ABL,MLB,09/14/1998,25,CAN,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,24,Jim Coughlin,,Windsor,ABL,MLB,05/25/1989,34,USA,6' 4',230 lbs,Left,Left,2.0 Stars,2.0 Stars,High
RP,33,Jessie Crawford,,Mississauga,ABL,MLB,03/31/1999,25,USA,6' 7',245 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,39,Danny Cronkhite,,Austin,ABL,MLB,02/08/2000,24,USA,6' 4',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,10,Jesus Cruz,,San Luis Potosí,ABL,MLB,02/21/1994,30,USA,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,22,Jason Curry,,Toronto,ABL,MLB,04/18/1996,27,USA,5' 11',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,1,J.J. D'Agati,,Ottawa,ABL,MLB,11/12/1990,33,USA,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,19,Powell Dadswell,,Toronto,ABL,MLB,04/04/1997,27,CAN,6' 2',210 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,31,Cesar de Jesus,,Chicago,ABL,MLB,03/02/1995,29,USA,6' 8',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,4,Corey Delk,,Jacksonville,ABL,MLB,09/22/1991,32,USA,6' 0',205 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,20,Josh Demma,,Acapulco,ABL,MLB,02/12/1998,26,USA,6' 4',225 lbs,Switch,Right,2.0 Stars,2.0 Stars,Average
RP,14,David Diaz,,Nezahualcoyotl,ABL,MLB,08/20/1996,27,USA,5' 9',175 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,29,Melvin Diaz,,Ottawa,ABL,MLB,04/09/1999,25,MEX,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,41,Jonathan Dimas,,St. Johns,ABL,MLB,09/05/2000,23,MEX,5' 10',185 lbs,Left,Left,2.5 Stars,3.0 Stars,Very Low
RP,9,Jason Dinger,,Austin,ABL,MLB,10/19/1998,25,USA,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Low
RP,3,Nate Ditto,,Texas,ABL,MLB,08/14/1998,25,USA,6' 0',195 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,20,Ethan Durand,,San Antonio,ABL,MLB,08/05/1999,24,USA,5' 11',195 lbs,Switch,Right,1.5 Stars,1.5 Stars,Average
RP,35,Dave Edwards,,Montreal,ABL,MLB,09/02/1998,25,USA,5' 10',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,85,Aaron Elvin,,Calgary,ABL,MLB,03/03/1996,28,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,42,Jim Erdmann,,Mexico City,ABL,MLB,05/11/1996,27,USA,6' 0',200 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RP,33,Domingo Escarzaga,,St. Johns,ABL,MLB,01/15/1996,28,MEX,6' 7',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,8,Jorge Escobedo,,Windsor,ABL,MLB,12/19/1998,25,MEX,6' 4',225 lbs,Right,Right,3.0 Stars,3.0 Stars,High
RP,64,Orlando Espinoza,,Texas,ABL,MLB,07/16/2000,23,MEX,6' 2',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,13,Miguel Estrada,,León,ABL,MLB,06/21/1996,27,MEX,6' 5',220 lbs,Left,Right,2.0 Stars,2.0 Stars,Average
RP,9,Ricardo Felix,,Guadalajara,ABL,MLB,12/06/1999,24,USA,6' 2',210 lbs,Right,Right,2.0 Stars,2.5 Stars,Very Low
RP,3,Brian Ferebee,,Vancouver,ABL,MLB,12/16/1996,27,USA,6' 4',225 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
RP,2,Jake Fisher,,Puebla,ABL,MLB,03/24/1998,26,USA,5' 10',190 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,26,Mark Forbes,,Montreal,ABL,MLB,02/06/1998,26,USA,6' 4',215 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,30,Jon Fricke,,Colorado,ABL,MLB,04/03/2000,24,USA,6' 0',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,17,Fred Garcia,,Atlanta,ABL,MLB,02/27/2000,24,USA,5' 10',175 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,31,Melvin Garcia,,Quebec City,ABL,MLB,10/07/2000,23,MEX,5' 10',185 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,29,Ryan Garcia,,Puebla,ABL,MLB,03/10/1995,29,USA,6' 3',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RP,26,John Gatto,,Mississauga,ABL,MLB,07/21/2000,23,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,27,Jarrett George,,Tlalnepantla,ABL,MLB,10/28/1997,26,USA,6' 1',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
RP,3,Steve Gilvin,,Mexico City,ABL,MLB,01/29/1990,34,USA,6' 0',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,25,Roger Godinez,,New York,ABL,MLB,01/23/1994,30,MEX,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,48,Bill Gonnella,,Victoria,ABL,MLB,09/05/1995,28,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,5,Wil Gonzales,,Phoenix,ABL,MLB,01/15/1998,26,USA,6' 5',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,25,Jesus Gonzalez,,Mexico City,ABL,MLB,10/09/1997,26,MEX,6' 4',220 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,15,Jim Gosselin,,Phoenix,ABL,MLB,12/04/2002,21,USA,6' 0',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,10,Emilio Grado,,Colorado,ABL,MLB,12/20/1997,26,MEX,6' 2',215 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,32,Jeff Grizzle,,León,ABL,MLB,02/25/1996,28,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
RP,21,Danny Guerra,,Tlalnepantla,ABL,MLB,09/06/1995,28,MEX,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,37,Nelson Gutierrez,,New York,ABL,MLB,04/06/1996,28,MEX,6' 6',230 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,35,Liam Gérardin,,Mexico City,ABL,MLB,06/09/1992,31,CAN,6' 0',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,15,Bobby Hardiman,,Victoria,ABL,MLB,07/20/1997,26,USA,6' 4',225 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,8,Jake Hauss,,San Antonio,ABL,MLB,12/25/1990,33,USA,6' 1',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,10,Chris Heard,,Montreal,ABL,MLB,11/20/1997,26,USA,6' 2',205 lbs,Right,Left,2.0 Stars,2.0 Stars,Average
RP,14,Craig Hembree,,Texas,ABL,MLB,02/11/1995,29,USA,5' 11',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,11,Harry Herd,,Mérida,ABL,MLB,10/05/1991,32,USA,6' 8',245 lbs,Left,Right,3.5 Stars,3.5 Stars,Very Low
RP,24,Noah Hines,,Vancouver,ABL,MLB,10/21/1993,30,USA,6' 4',225 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
RP,29,Kirk Hoffman,,Jacksonville,ABL,MLB,09/03/1997,26,USA,5' 11',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,7,Jim Horne,,Chicago,ABL,MLB,08/15/1996,27,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,20,Frank Huergo,,Chicago,ABL,MLB,01/24/1999,25,MEX,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,15,Aaron Humphrey,,Jacksonville,ABL,MLB,03/08/1996,28,USA,6' 0',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,27,Angelo Ibarra,,Ottawa,ABL,MLB,12/10/1987,36,MEX,6' 0',205 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,22,Angel Illescas,,Jacksonville,ABL,MLB,04/04/1991,33,USA,6' 3',215 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,7,Garrett Jackson,,San Antonio,ABL,MLB,06/04/1988,35,USA,6' 2',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,30,Michael Jackson,,Naucalpan,ABL,MLB,05/04/1999,24,USA,6' 2',205 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,35,Allen Jacobs,,Atlanta,ABL,MLB,10/19/1996,27,USA,6' 0',205 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,9,Alfonso Jaimes,,San Antonio,ABL,MLB,04/21/1997,26,MEX,5' 10',190 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,4,Fred Jayroe,,San Luis Potosí,ABL,MLB,08/10/1998,25,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,18,Phil Jeffries,,Montreal,ABL,MLB,11/19/1989,34,USA,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,3,Willie Jimenez,,Windsor,ABL,MLB,12/16/1997,26,MEX,6' 6',240 lbs,Right,Right,2.0 Stars,2.0 Stars,High
RP,6,Jamie Johnson,,Naucalpan,ABL,MLB,01/11/1999,25,USA,6' 6',230 lbs,Left,Left,2.0 Stars,2.0 Stars,Average
RP,4,Donnie Kempf,,San Antonio,ABL,MLB,11/04/1997,26,USA,6' 4',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,42,Nolan Knudson,,Montreal,ABL,MLB,03/18/2002,22,USA,6' 0',185 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,26,Brett Kohlenberg,,León,ABL,MLB,11/28/2000,23,USA,6' 1',200 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,28,Adam Krumwiede,,León,ABL,MLB,12/17/1992,31,USA,6' 2',215 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,4,Ryan Kunkel,,Colorado,ABL,MLB,12/22/1998,25,USA,5' 11',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,12,Luis Lama,,Guadalajara,ABL,MLB,04/27/1995,28,MEX,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,27,David Lantzy,,Nezahualcoyotl,ABL,MLB,07/19/1998,25,USA,5' 9',180 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,58,Kevin Lanzano,,León,ABL,MLB,03/29/1999,25,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,16,Mike Larkins,,Jacksonville,ABL,MLB,04/24/2000,23,USA,6' 4',215 lbs,Switch,Right,3.0 Stars,3.0 Stars,Average
RP,21,Arne Lavinen,,Phoenix,ABL,MLB,07/15/2001,22,USA,6' 2',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,21,Kyle Lawhon,,Chicago,ABL,MLB,05/19/2000,23,USA,6' 6',225 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,77,Jason Leigh,,Chicago,ABL,MLB,08/15/1996,27,USA,6' 3',215 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,1,Curt Levey,,Tlalnepantla,ABL,MLB,12/02/1998,25,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,19,Bob Longenecker,,San Antonio,ABL,MLB,08/12/1999,24,USA,6' 0',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,34,Mike Longoria,,Vancouver,ABL,MLB,08/04/2000,23,USA,6' 0',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,14,Enrique Lopez,,Mississauga,ABL,MLB,04/18/1997,26,USA,6' 2',210 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,43,Jorge Luna,,Jacksonville,ABL,MLB,01/30/2000,24,MEX,6' 6',225 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,8,Ben Lynch,,Fort Worth,ABL,MLB,09/25/2000,23,USA,6' 0',200 lbs,Left,Left,3.0 Stars,3.0 Stars,Average
RP,13,Ed Maduro,,Mexico City,ABL,MLB,12/07/1996,27,MEX,6' 1',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,12,Adam Major,,Victoria,ABL,MLB,07/17/1998,25,USA,6' 0',195 lbs,Right,Left,2.5 Stars,2.5 Stars,Very Low
RP,6,Bernie Maldonado,,Guadalajara,ABL,MLB,08/17/1998,25,MEX,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,18,Gomer Marley,,New York,ABL,MLB,04/20/1998,25,USA,6' 2',205 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,20,Francisco Martinez,,San Luis Potosí,ABL,MLB,02/22/1996,28,MEX,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,18,Ivan Martinez,,Mississauga,ABL,MLB,07/14/1997,26,MEX,6' 2',215 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RP,42,Melvin Martinez,,Nezahualcoyotl,ABL,MLB,09/08/1998,25,USA,6' 1',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,8,Matt McCommon,,Austin,ABL,MLB,08/23/1989,34,CAN,6' 4',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,13,Elliot McCoubrey,,Calgary,ABL,MLB,09/17/1996,27,CAN,6' 0',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,14,Chris McGrory,,Ottawa,ABL,MLB,01/21/1999,25,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,11,Ronnie McIlmoyle,,Texas,ABL,MLB,07/11/1997,26,CAN,6' 5',230 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,17,Ben McKinsey,,Victoria,ABL,MLB,10/25/1993,30,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,8,Marvin McLaurin,,León,ABL,MLB,02/10/1997,27,USA,6' 7',235 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,2,Jordan Megia,,Nezahualcoyotl,ABL,MLB,04/08/1998,26,USA,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,6,Jon Mendez,,Colorado,ABL,MLB,11/03/1999,24,MEX,6' 3',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,17,Franklin Mendoza,,Groveton,AAAA,AAA,04/21/1998,25,MEX,5' 9',185 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,13,Jonathan Merone,,St. Johns,ABL,MLB,06/13/1997,26,USA,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,12,Dave Mondragon,,Acapulco,ABL,MLB,05/17/1995,28,USA,6' 2',210 lbs,Right,Left,2.5 Stars,2.5 Stars,Very Low
RP,21,Danny Montoya,,Colorado,ABL,MLB,09/22/2002,21,USA,5' 10',180 lbs,Left,Left,3.0 Stars,3.0 Stars,Low
RP,5,Chris Moore,,Atlanta,ABL,MLB,10/01/1996,27,USA,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,18,Mike Moore,,Phoenix,ABL,MLB,07/08/1998,25,USA,5' 11',190 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,14,Jordan Moreno,,Fort Worth,ABL,MLB,03/16/1999,25,MEX,5' 10',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,16,Omar Nash,,San Antonio,ABL,MLB,02/24/2000,24,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,6,Andy Nava,,Toronto,ABL,MLB,11/04/1998,25,USA,6' 4',215 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
RP,23,Paul Nicholas,,Victoria,ABL,MLB,04/15/1998,26,USA,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,48,Jason Nielson,,New York,ABL,MLB,02/23/1997,27,USA,6' 1',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,11,Paul Noel,,Chicago,ABL,MLB,10/18/1999,24,CAN,5' 8',175 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,58,Juan Obispo,,Mérida,ABL,MLB,03/26/1997,27,MEX,6' 10',255 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,25,Ruben Olague,,Victoria,ABL,MLB,10/18/1996,27,USA,6' 3',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,15,Danny Ortega,,Ottawa,ABL,MLB,10/19/1995,28,USA,6' 4',210 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,16,Jim Parris,,Guadalajara,ABL,MLB,04/21/1999,24,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,19,Tom Pasqualicchio,,Naucalpan,ABL,MLB,04/06/1995,29,USA,6' 4',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,15,Jose Pastrana,,St. Johns,ABL,MLB,02/13/1999,25,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,27,Gabe Paul,,Colorado,ABL,MLB,10/04/1998,25,USA,6' 4',215 lbs,Left,Left,2.0 Stars,2.0 Stars,Average
RP,14,Scott Pauley,,New York,ABL,MLB,04/23/1998,25,USA,6' 2',210 lbs,Left,Right,2.0 Stars,2.0 Stars,Very Low
RP,25,Jose Perez,,Naucalpan,ABL,MLB,08/26/1997,26,MEX,5' 8',180 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,9,Juan Perez,,Toronto,ABL,MLB,04/19/1999,24,MEX,5' 10',185 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,9,Andres Pesantes,,Ottawa,ABL,MLB,05/19/1997,26,USA,6' 0',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,14,Bill Petee,,Puebla,ABL,MLB,07/19/2001,22,USA,5' 11',185 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
RP,25,Jaden Pierrepaul,,Tlalnepantla,ABL,MLB,02/13/1996,28,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,33,Mitch Pixley,,Acapulco,ABL,MLB,01/28/1999,25,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,2,Josh Ploss,,León,ABL,MLB,08/15/1998,25,USA,5' 9',180 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,26,Jim Porterfield,,Toronto,ABL,MLB,01/31/2000,24,USA,6' 1',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,22,Joe Pottmeyer,,Quebec City,ABL,MLB,02/13/2000,24,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
RP,25,Luis Quijada,,Calgary,ABL,MLB,01/11/1999,25,USA,5' 10',190 lbs,Left,Right,3.0 Stars,3.0 Stars,Low
RP,14,Javier Quintana,,Colorado,ABL,MLB,11/27/1998,25,MEX,6' 2',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,32,Mike Rakowsky,,Windsor,ABL,MLB,11/12/2001,22,USA,6' 2',205 lbs,Left,Left,2.5 Stars,2.5 Stars,Low
RP,4,Jay Ramirez,,Mississauga,ABL,MLB,10/02/1994,29,USA,6' 2',210 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,11,Ruben Ramirez,,Colorado,ABL,MLB,04/05/1983,41,MEX,5' 10',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,26,Rogelio Raya,,Quebec City,ABL,MLB,10/27/2002,21,MEX,6' 0',190 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
RP,2,Mike Redinger,,Vancouver,ABL,MLB,01/06/1999,25,USA,6' 2',215 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,35,Kyle Reynolds,,Chicago,ABL,MLB,12/22/1994,29,USA,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,20,Jeremy Richardson,,St. Johns,ABL,MLB,08/30/1997,26,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,13,Chris Rinehart,,Naucalpan,ABL,MLB,01/11/2000,24,USA,6' 2',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
RP,10,Jimmy Robertson,,Mexico City,ABL,MLB,09/25/1987,36,USA,6' 1',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,9,Ruben Rodriguez,,San Luis Potosí,ABL,MLB,07/17/1997,26,MEX,6' 1',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,20,Bob Roediger,,Naucalpan,ABL,MLB,03/02/1998,26,USA,6' 2',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,25,Julio Roel,,Guadalajara,ABL,MLB,12/03/1997,26,MEX,6' 6',235 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,24,Chris Rosas,,Calgary,ABL,MLB,02/08/2000,24,USA,6' 3',205 lbs,Right,Left,2.5 Stars,2.5 Stars,Average
RP,10,Joe Rowen,,Atlanta,ABL,MLB,12/07/1998,25,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,27,Tyler Rundio,,Acapulco,ABL,MLB,07/12/1998,25,USA,6' 4',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RP,10,Chris Salinas,,Guadalajara,ABL,MLB,04/23/1997,26,MEX,6' 4',220 lbs,Left,Left,3.5 Stars,3.5 Stars,Very Low
RP,17,Manny Salinas,,Toronto,ABL,MLB,11/21/1996,27,MEX,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,4,Adam Sappington,,Austin,ABL,MLB,04/23/1998,25,USA,5' 11',195 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,20,Tom Sentner,,Tlalnepantla,ABL,MLB,01/21/1996,28,CAN,6' 4',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
